chr5	70924942	0
chr5	70924943	0
chr5	70924944	0
chr5	70924945	0
chr5	70924946	0
chr5	70924947	0
chr5	70924948	0
chr5	70924949	0
chr5	70924950	0
chr5	70924951	0
chr5	70924952	0
chr5	70924953	0
chr5	70924954	0
chr5	70924955	0
chr5	70924956	0
chr5	70924957	0
chr5	70924958	0
chr5	70924959	0
chr5	70924960	0
chr5	70924961	0
chr5	70924962	0
chr5	70924963	0
chr5	70924964	0
chr5	70924965	0
chr5	70924966	0
chr5	70924967	0
chr5	70924968	0
chr5	70924969	0
chr5	70924970	0
chr5	70924971	0
chr5	70924972	0
chr5	70924973	0
chr5	70924974	0
chr5	70924975	0
chr5	70924976	0
chr5	70924977	0
chr5	70924978	0
chr5	70924979	0
chr5	70924980	0
chr5	70924981	0
chr5	70924982	0
chr5	70924983	0
chr5	70924984	0
chr5	70924985	0
chr5	70924986	0
chr5	70924987	0
chr5	70924988	0
chr5	70924989	0
chr5	70924990	0
chr5	70924991	0
chr5	70924992	0
chr5	70924993	1
chr5	70924994	1
chr5	70924995	1
chr5	70924996	1
chr5	70924997	1
chr5	70924998	1
chr5	70924999	1
chr5	70925000	1
chr5	70925001	1
chr5	70925002	1
chr5	70925003	1
chr5	70925004	1
chr5	70925005	1
chr5	70925006	1
chr5	70925007	1
chr5	70925008	1
chr5	70925009	1
chr5	70925010	1
chr5	70925011	1
chr5	70925012	1
chr5	70925013	1
chr5	70925014	1
chr5	70925015	1
chr5	70925016	1
chr5	70925017	1
chr5	70925018	1
chr5	70925019	1
chr5	70925020	1
chr5	70925021	1
chr5	70925022	1
chr5	70925023	1
chr5	70925024	1
chr5	70925025	1
chr5	70925026	1
chr5	70925027	1
chr5	70925028	1
chr5	70925029	1
chr5	70925030	1
chr5	70925031	1
chr5	70925032	1
chr5	70925033	1
chr5	70925034	1
chr5	70925035	1
chr5	70925036	1
chr5	70925037	1
chr5	70925038	1
chr5	70925039	1
chr5	70925040	1
chr5	70925041	1
chr5	70925042	1
chr5	70925043	0
chr5	70925044	0
chr5	70925045	0
chr5	70925046	0
chr5	70925047	0
chr5	70925048	0
chr5	70925049	0
chr5	70925050	0
chr5	70925051	0
chr5	70925052	0
chr5	70925053	0
chr5	70925054	0
chr5	70925055	0
chr5	70925056	0
chr5	70925057	0
chr5	70925058	0
chr5	70925059	1
chr5	70925060	1
chr5	70925061	1
chr5	70925062	1
chr5	70925063	1
chr5	70925064	1
chr5	70925065	1
chr5	70925066	1
chr5	70925067	1
chr5	70925068	1
chr5	70925069	2
chr5	70925070	2
chr5	70925071	2
chr5	70925072	2
chr5	70925073	2
chr5	70925074	2
chr5	70925075	2
chr5	70925076	2
chr5	70925077	2
chr5	70925078	2
chr5	70925079	2
chr5	70925080	2
chr5	70925081	2
chr5	70925082	2
chr5	70925083	2
chr5	70925084	2
chr5	70925085	2
chr5	70925086	2
chr5	70925087	2
chr5	70925088	2
chr5	70925089	2
chr5	70925090	2
chr5	70925091	2
chr5	70925092	2
chr5	70925093	2
chr5	70925094	2
chr5	70925095	2
chr5	70925096	2
chr5	70925097	2
chr5	70925098	2
chr5	70925099	2
chr5	70925100	2
chr5	70925101	2
chr5	70925102	2
chr5	70925103	2
chr5	70925104	2
chr5	70925105	2
chr5	70925106	2
chr5	70925107	2
chr5	70925108	2
chr5	70925109	1
chr5	70925110	1
chr5	70925111	1
chr5	70925112	1
chr5	70925113	1
chr5	70925114	1
chr5	70925115	1
chr5	70925116	1
chr5	70925117	1
chr5	70925118	1
chr5	70925119	0
chr5	70925120	0
chr5	70925121	0
chr5	70925122	0
chr5	70925123	0
chr5	70925124	0
chr5	70925125	0
chr5	70925126	0
chr5	70925127	0
chr5	70925128	0
chr5	70925129	0
chr5	70925130	0
chr5	70925131	0
chr5	70925132	0
chr5	70925133	0
chr5	70925134	0
chr5	70925135	0
chr5	70925136	0
chr5	70925137	0
chr5	70925138	0
chr5	70925139	0
chr5	70925140	0
chr5	70925141	0
chr5	70925142	0
chr5	70925143	0
chr5	70925144	0
chr5	70925145	0
chr5	70925146	0
chr5	70925147	0
chr5	70925148	0
chr5	70925149	0
chr5	70925150	0
chr5	70925151	0
chr5	70925152	0
chr5	70925153	0
chr5	70925154	0
chr5	70925155	0
chr5	70925156	0
chr5	70925157	0
chr5	70925158	0
chr5	70925159	0
chr5	70925160	0
chr5	70925161	0
chr5	70925162	0
chr5	70925163	0
chr5	70925164	0
chr5	70925165	0
chr5	70925166	0
chr5	70925167	0
chr5	70925168	0
chr5	70925169	0
chr5	70925170	0
chr5	70925171	0
chr5	70925172	0
chr5	70925173	0
chr5	70925174	0
chr5	70925175	0
chr5	70925176	0
chr5	70925177	0
chr5	70925178	0
chr5	70925179	0
chr5	70925180	0
chr5	70925181	0
chr5	70925182	0
chr5	70925183	0
chr5	70925184	0
chr5	70925185	0
chr5	70925186	0
chr5	70925187	0
chr5	70925188	0
chr5	70925189	0
chr5	70925190	0
chr5	70925191	0
chr5	70925192	0
chr5	70925193	0
chr5	70925194	0
chr5	70925195	0
chr5	70925196	0
chr5	70925197	0
chr5	70925198	0
chr5	70925199	0
chr5	70925200	0
chr5	70925201	0
chr5	70925202	0
chr5	70925203	0
chr5	70925204	0
chr5	70925205	0
chr5	70925206	0
chr5	70925207	0
chr5	70925208	0
chr5	70925209	0
chr5	70925210	0
chr5	70925211	0
chr5	70925212	0
chr5	70925213	0
chr5	70925214	0
chr5	70925215	0
chr5	70925216	0
chr5	70925217	0
chr5	70925218	0
chr5	70925219	0
chr5	70925220	0
chr5	70925221	0
chr5	70925222	0
chr5	70925223	0
chr5	70925224	0
chr5	70925225	0
chr5	70925226	0
chr5	70925227	0
chr5	70925228	0
chr5	70925229	0
chr5	70925230	0
chr5	70925231	0
chr5	70925232	0
chr5	70925233	0
chr5	70925234	0
chr5	70925235	0
chr5	70925236	0
chr5	70925237	0
chr5	70925238	0
chr5	70925239	0
chr5	70925240	0
chr5	70925241	0
chr5	70925242	0
chr5	70925243	0
chr5	70925244	0
chr5	70925245	0
chr5	70925246	0
chr5	70925247	0
chr5	70925248	0
chr5	70925249	0
chr5	70925250	0
chr5	70925251	0
chr5	70925252	0
chr5	70925253	0
chr5	70925254	0
chr5	70925255	0
chr5	70925256	0
chr5	70925257	0
chr5	70925258	0
chr5	70925259	0
chr5	70925260	0
chr5	70925261	0
chr5	70925262	0
chr5	70925263	0
chr5	70925264	0
chr5	70925265	0
chr5	70925266	0
chr5	70925267	0
chr5	70925268	0
chr5	70925269	0
chr5	70925270	0
chr5	70925271	0
chr5	70925272	0
